Title,View
"
      online call
    ","When I am calling someone, and he misses the call, on iPhone he falsely becomes online, but windows desktop version shows correctly that the person hasn't been online Steps to reproduce 1. Go to private…"
"
      zws4.web.telegram.org websocket connection attempt times out over IPv6
    ",Telegram Web Z sometimes fails to connect because of the websocket connection to wss://zws4.web.telegram.org/apiws timing out. This is because one of the IPv6 addresses that zws4.web.telegram.org points…
"
      Logged in but App shows 'reconnecting' but never connects (so no history in chats & unable to send messages) (web version)
    ",Logged in but App shows 'reconnecting' but never connects (so no history in chats & unable to send messages) (working fine on App version) Steps to reproduce 1. Sign into a/c on web version 2. All chats…
"
      Candace owens chat has gone blank
    ",All content on the Candace Owens chat has disappeared. Steps to reproduce Go to Candace Owens chat with 500k+ subscribers and note that the only information is the date of creation Device info Telegram…
"
      Cannot copy / paste an hyperlink anymore in my channel
    ","Since the last Telegram update, I cannot past hyperlinked text into my channel anymore. All hyperlink are removed, I need to re-add them manually within the app using the cmd+u command. Steps to reproduce…"
"
      Voice recording volume too low
    ",Recording Audio is very low volume since the last past two updates. Before it was working fine. See the video for recording on the same device once with Telegram and then with Audacity. Please pay attention…
"
      Wrong time zone in Telegram web
    ","The time zone isn't the same as system time Steps to reproduce 1. Go to any chat. 2. Time is wrong. Device info Telegram Web 0.9.1 K, Firefox 91"
"
      The alpha channel is not rendered correctly in non-animated stickers
    ",Semi-transparent pixels in stickers are not displayed correctly when using a dark theme; they are rendered as though the background is white. Steps to reproduce 1. Switch the UI to a dark theme. 2. Open…
"
      Exporting data of one day ends with empty result
    ","When I try to export data of just one day history (that is, from the date X to the same date X) from any chat, Telegram exports no data at all, no matter how many messages were sent on the date X. It…"
"
      App crashes when animations shown
    ","When I send 2-4 animated emoji’s, and than pressing them very fast app crashed Steps to reproduce 1. Send 2-4 animated emoji’s 2. Press on them rapidly 3. After 1-2 sec app crashes Device info Telegram…"
"
      Playback speed is displayed incorrectly
    ","A bug in which the playback speed is displayed incorrectly. Steps to reproduce 1. Find voice message, 2. Select any playback speed, 3. Tap to the voice message above to see details. Device info Telegram…"
"
      Can't approve my number
    ","I received notification about ""Is this still your phone number?"" with yes/no buttons. But when dark theme is on pressing ""yes"" do nothing. When I switch to light theme it's work as expected. Steps to…"
"
      overlapping texts in channels
    ",Overlapping texts outside the text area as shown by the arrow Steps to reproduce 1. Go to channel 2. Scroll the posts with pictures to see the overlapping texts Device info Telegram Android 8.2.7 (24707)…
"
      iOS app 8.2.2 is unable to handle social sharing with space in text
    ","On iOS app 8.2.2, the Telegram app is unable to process this sharing link. It results in infinite redirection between the browser and the Telegram app. It seems to adversely affect sharing link that has…"
"
      non-english keyboard 'enter' unexpectedly send message
    ",Some non-English keyboard (input method/software) has a pop up showing the user the input selections as shown in the above screenshot. User press space to select the first input or number keys to select…
"
      Switching button from vocal messages to video doesn't work
    ",When I try to switch from vocal messages to video messages the switch button doesn't work Steps to reproduce 1. Go in a chat 2. Tap one time the vocal icon to switch in video 3. It starts to record a…
"
      When I exclude some group chat from a folder, it comes back on refresh
    ","When I exclude some group chat from a folder, it comes back on refresh Steps to reproduce 1. Go to settings 2. Go to folders 3. Go to the folder you want to exclude the group chat from 4. Click on the…"
"
      Existing cloud draft created from another device is cleared if the app was previously closed with that chat open and empty writing field
    ",Cloud drafts created from another app (TDesktop or Android) are lost if the iOS app was previously closed in the same chat (empty writing field). Reproduced iOS-Android and iOS-Desktop No issue Android…
"
      incoming calls drops
    ","The bug consists in the fact that if the telegram is launched in the MacOS, then it intercepts all incoming calls and drops them, so you cannot get through to the person. Steps to reproduce 1. Install…"
"
      Video and voice messages crash my iphone
    ",Video and audio messages cause the screen to go black several times. And make the app hard to use Steps to reproduce Go to any private messages. Click on a video message I received. App crashes Device…
"
      Computer will restart when using telegram
    ","My laptop will restart automatically when using telegram Steps to reproduce 1 Device info Mac OS Monterey 12.0.1 , MacBook Air 2021, 8.2 (223044) Stable"
"
      Voice scroll
    ","When I listen voice message in one chat and open another, it scrolls to random message with media Steps to reproduce 1. Start listening to the voice message in one chat. 2. Go back to chat list. 3. Open…"
"
      In the new Forwarding Options, the submit button appears incomplete.
    ","In the new Forwarding Options, the submit button appears incomplete. Steps to reproduce Just click Device info Motorola Moto E5 Play. Latest app version"
"
      Bad connection errors
    ","Remember if you can fix this. It occurs when we send something with wifi or data turned off by chance, error, loss of battery, etc., to any of our channels, or bots. Curiously, it does not happen if you…"
"
      edit mentioning
    ","when mentioning a user and then editing the post, the first mentioning will be deleted at least it does not show as mention anymore Steps to reproduce mention someone in a group, edit the post, the first…"
"
      Users are able to add me to channels despite of security settings
    ","User @Yan_Vedaman added me to private channel https://t.me/YanVedamanMusic despite of my security settings (Privacy and Serucity -> Groups and channels -> ""Who can add me to groups and channels"" -> My…"
"
      pixelated profile picture
    ","If I use Telegram and someone changes their profile picture, it appears pixelated. I can see the real profile picture if I click on it, but when I exit preview I see the pixelated picture again. It only…"
"
      Music while using telegram
    ","Telegram doesn’t allow to listen to music. I can’t listen to music while I’m using telegram. It turns off Steps to reproduce Play music, open telegram app Device info Telegram iOS 8.2.2 (22327), iPhone…"
"
      No sound in Ubuntu 20.04 using USB sound card
    ",There is no sound in voice messages and videos in Ubuntu 20.04 then using USB sound card Behringer U-phoria umc204hd. Steps to reproduce 1. Set sound output to Behringer U-phoria umc204hd 2. Play video…
"
      monterey
    ","Some group can't show some video/photo/msg, it looks strange. Thanks. Steps to reproduce Some groups and channels can't show message properly. Device info MacOS Monterey 12.0.1, MacBook Pro 16 inch 2021…"
"
      Emojis stop loading and never recover due to network bottleneck, Cache issue
    ","Smileys stop loading in case of slow internet speed (high ping, slow lte connection) and do not poll again, appear partially unloaded forever. Even ctrl + shift + r does not recover the smileys as some…"
"
      Secret chat notification of old chats
    ","I see notifications of secret chat messages that I've already read whenever any new notification comes. For example, if someone sent me a message on secret chat at 11:00 am and I already read it. Next…"
"
      can't see any image in a fullscreen mode
    ","I can't see any image in a fullscreen mode, it's either locked or no longer availiable Steps to reproduce I can't see any image in a fullscreen mode, it's either locked or no longer availiable Device…"
"
      Not possible to edit themes with ""Edit Current Theme"" button
    ",Steps to reproduce 1. Go to Settings > Appearance > Chat Themes > Build Your own theme 2. Tap on Edit Current Theme 3. Make some changes > Tap on Set Current result Changes aren't applied. Expected result…
"
      messages are not getting loaded
    ","its is stuck in the same page and don't go any further Steps to reproduce https://web.telegram.org/k/ and tats all Device info Telegram Web 0.7.0, Chrome 94"
"
      message are out of order
    ","The bug that was reported before for in Telegram Web 1.0.15 Z, Chrome 91 https://bugs.telegram.org/c/6314 is reproduced in Web 1.22.3 Z, Chrome 96 despite it's marked as fixed. Please, investigate. Adding…"
"
      The 🔕 isn't shown for silent notifications in the in-app banner
    ",App doesn't show the crossed out bell for incoming silent notifications in the in-app banner. Steps to reproduce In-app notifications banners should be enabled 1. Receive a silent notification in a unmuted…
"
      System Audio Sharing is not working while connected to a Bluetooth Speaker
    ",Hi! I would like to know if there's a possibility to do a System Audio Share (Screen + Audio Share) in a call while being connected to a Bluetooth speaker?  The System Audio Share works fine if I am not…
"
      Missing Chats, missing messages
    ",There are several issues. I have 2 identicle devices running my Telegram so that I will not run out of battery.. One works perfect.. The other used to be fine but recently started (1)having trouble loading…
"
      Can’t hear/see the other person in a call
    ","I cannot see or hear the other side when I’m calling them Steps to reproduce When clicking on contact name in the ipados app & connect with them (both audio & video), i cannot see or hear them. My volume…"
"
      Telegram Desktop doesn't scroll the page (any of the page including chats, contacts etc).  Though scrolling is perfect with touchpad but with mouse it fails to perform the page scroll function.
    ","In Telegram Desktop, when I scroll (from mouse) the page doesn't scroll, however when the same is done with touch-pad (I am using a laptop) the page does scroll. Steps to reproduce 1. Open Telegram Desktop…"
"
      Z Version not loading properly in firefox
    ","Latest firefox breaks the z version Steps to reproduce go to web.telegram.org, that's it Device info Telegram Web 0.7.0, Firefox 94"
"
      deleting text
    ","Text that I write will randomly disappear, forcing me to rewrite a message multiple times. It can also be part of a message. I have not been able to screenshot or capture a video of this as it is instantaneous…"
"
      'about' text is used instead of 'description' in groups and channels profile info
    ",Steps to reproduce 1. Open a group or channel profile with a description set Current result 'about' appears as heading for the chat description Expected result The correct 'description' string is used…
"
      The request access screen is shown again when navigating back after giving access to location in the Nearby People section
    ",Steps to reproduce Location access must not have been granted 1. Access Contacts > Find People Nearby 2. Give the access to location to the app 3. Navigate back by swipe or tap on 'Back' Current result…
"
      Cannot Click Attachment Button
    ",I'm using  Telegram desktop on Fedora 35 with Openbox and just installed the latest version 3.2.5 directly from web or from dnf install. But the problem is I couldn't click Attachment Button. So I could…
"
      Continous and automatic video calls outcoming
    ",One of my contacts started receiving continuous video calls from me. The phone was locked and in other room. Check the time stamp from the second screenshot. What kind of issue is this? Where can I check…
"
      screen sharing
    ","Screen sharing doesn't work MacOS When I run a screen demo during a voice call, the program freezes. Group video chats have the same problem. Steps to reproduce 1. Call group or call voice 2. Use button…"
"
      israeli flag not displayed properly
    ","The web interface shows another flag, not the israeli flag Steps to reproduce It's all over the app, in conversation or in converstation panel Device info Telegram Web 0.9.1 K, Chrome 96"
"
      Telegram desktop does not scroll when Microsoft files are open?
    ","When the Microsoft Excel file is open and I scroll in the telegram desktop app on my laptop using two-finger gesture input, the excel file scrolls automatically and the telegram does not scroll.  The…"
"
      I am using Desktop version 3.2.5 in my windows 7 32bit pc.since few days i am unable to download videos or pics.the downloading keeps spinning and doesnt complete.plz fix it
    ","When I am trying to download a video, it doesn't download and the download keeps spinning at initial stage. This is happening since 2-3days. Neither videos nor files or pictures are getting downloaded.…"
"
      App crashes when I use Search to find an attachment
    ",App crashes when I want to attach a file to my message and use Search Steps to reproduce 1. Go to any public group. 2. Tap on the paperclip icon. 3. In the window appeared focus cursor in the search line…
"
      Accents on Russian text written from the PC version of Telegram are not visible on the Android version.
    ",Written accents on Russian/Cyrillic words written from Telegram for PC are not visible on Telegram for Android. Steps to reproduce 1. Copy any Russian text with written accents (e.g. go to russiangram.com…
"
      Problem saving some videos
    ","I can download and watch videos no problem. Issue is that some videos save to photo album no problem. Other videos though, although Telegram save they have been saved, they haven’t. I have tried the 3…"
"
      Grouped media/files stuck on the left
    ","Steps to reproduce 1. In any chat, tap on the attachment icon on the message field. 2. Attach at least 2 files. 3. Send the files with grouping. 4. Swipe and hold the sent files to the left. 5. Before…"
"
      Telegram web version, not working properly
    ","Since the implementation of the web versions K and Z, telegram web does not work correctly in the download of files, nor are the video previews or the images displayed. Steps to reproduce 1) We proceed…"
"
      usuarname
    ",when i try to use certain usuarname it does not keep it and nobody can find me i wanna know whats wrong whit the usuarname Steps to reproduce 1. i set the usuarname 2.is valid 3.somebody search me and…
"
      [Mac] inline keyboard has incorrect sizes (sometimes too short, sometimes too wide)
    ","Inline Keyboard size lives its own life. Sometimes it is too short to fit buttons names and sometimes it is too long. See two examples attached from botfatherbot, same issue with all other bots which…"
"
      To show online wrongly
    ",Telegram show me and  my contacts online wrongly until 20-mins. Steps to reproduce 1. I am ofline 2. Telegram show me and contacts online wrongly until 20-mins. Device info Telegram Android 8.2.7 (24707)…
"
      Hello! I have a problem with Telegram app. I can log in, but when I open the app for the second time it asks me to authorize again and again and then it blocks me for several hours. How is it possible to fix this issue?
    ","So, I have a problem with Telegram app. I can log in but then, when I open it for the 2nd time app asks me to authorize again, and for other times also. After several attempts app blocks me for several…"
"
      Telegram freeze on Chromebook using share screen on group video call
    ","When I share the screen on a group video chat, Telegram freeze, and the Chromebook dock stops working Steps to reproduce 1) Open Telegram for Android on a Chromebook (Google Pixel Slate) 2) Open a Group…"
"
      I can not add contacts in Telegram desktop, even they have  telegram account.
    ","I can not add contact of my friend to my Telegram, even he has telegram account Steps to reproduce Fix my account please Device info Telegram Desktop 3.2.6 x64, F0FA000UUS, Windows 10"
"
      there is an bug in your telegram web that it doesn't show the real time of the system or a country where as the telegram application show the real time of the chat
    ",the telegram web doesn't show the real time of your pc or your location while chatting .. Steps to reproduce 1.open the telegram web 2. start the chatting 3. see the timing of the chat you send the msg…
"
      [Apple Watch] Long loading spinner when opening the application
    ","It is almost impossible to use the Telegram on Apple Watch. Often, when I want to open the app, it just shows a loading spinner for a long time (didn't measure the exact time, but more that 1 minute).…"
"
       The window of VC is moving instead of participants list scroll
    ",When I enter in Video chat and scrool list with participant everything is working fine. But when i go to scrool in list with participants again then the window is closing down and I cant scrool list.…
"
      documents don't load
    ",Hi! I can't open any documents (pdf) which are sent to me or I send in telegram web. It has been some days and it is reproducible from both my mac and win machines. I use chrome on both. Steps to reproduce…
"
      is not displayed correctly and it is not possible to connect.
    ","is not displayed correctly and it is not possible to connect. Steps to reproduce is not displayed correctly and it is not possible to connect. Device info Telegram Android 8.2.7 (24709), Realme rmx3242…"
"
      ERROR TO CHANGE TO PUBLIC GROUP
    ","I HAVA A GROUP AND WAS PUBLIC, I CHANGED TO PRIVATE BUT I CANNOT BACK WITH THE SAME NAME AS PUBLIC, EVEN I CANNOT HAVE ANOTHER NAME AS PUBLIC ANY IDEA? WHEN I TRIED TO CHANGE I SAW A MESSAGES SAYS IN…"
"
      cannot see videos
    ","i cannot see any videos at my telegram web Steps to reproduce 4 Device info Telegram Web 1.16.1 Z, Firefox 92"
"
      Telegram Web getting hanged
    ","When I use telegram web in normal version it gets hanged, till day before yesterday it used to get hanged when I open the Emoji option, but from yesterday no matter what I do it is getting hanged. Steps…"
"
      Automatic dark mode gets disabled when user enables/disables dark mode from sidebar menu
    ","This may actually be intended behavior, but it is extremely inconvenient. Instead, it should be like the Night Shift on iOS: When automatic disabling/enabling of Night Shift is enabled and the user enables/disables…"
"
      Font family on the Android app is inconsistent
    ","Reproduction: choose a system font different than Roboto. For this example, I will use HelveticaS. This may be impossible on some devices. Desired behavior: For the whole Telegram app, the same font family…"
"
      When users choose font to be bold, it should actually be “bold”, not “medium”
    ","In some (not all) Telegram clients, when user chooses font to be bold, it becomes medium instead. This is problematic because emphasis by the user becomes less noticeable. Steps to reproduce Just make…"
"
      Folder duplicates
    ","If I add user to folder (by clicking right button on his chat in left menu) this folder duplicates. I have only one folder, if it important. Check screenshot)) Steps to reproduce 1. right on chat in left…"
"
      Animated stickers do not look sharp in some conditions
    ","Reproduction: use an Android tablet with a sharp screen, such as Galaxy Tab S2. Press and hold an animated sticker to preview it. Desired behavior: Stickers should look sharp. Actual behavior: It seems…"
"
      so many telegram channels added automatically
    ",so many telegram channels are being added automatically. on chrome web telegram. Steps to reproduce every day when I get back to my telegram account. 1. I leave from all channels 2. Again after I close…
"
      Telegram desktop hangs on when system notification received
    ",When I receive message then OS show me notification and in that moment Telegram Desktop hangs on for few seconds. I reproduce that in stable and beta versions.  Windows 11 [Version 10.0.22000.348] Steps…
"
      update doesnt work on linuxmint 20.2 desktop pc
    ",1. I installed tg on my linuxmint 20.2 (newest edition) desktop out of the program from this homepage here. 2. Works properly. But it doesnt update. 3. Auto-update is aktive. I also tried zu manually…
"
      Live stream link preview
    ","Enter button to audiochat has a strange background Steps to reproduce The problem was described on the screenshot Device info Telegram Android 8.2.7 (24709), Samsung Galaxy Note8, 9 P (28)"
"
      cannot disable all animations
    ","On the menu I turned the ""Animations"" option off.  I then clicked on the emoticon button next to the message input box, selected ""stickers"" and then selected the ""thumbs-up"" cherry which is an animated…"
"
      Webogram forces to switch to other client
    ",Have received such a message several times today: Please update Telegram to the latest version. The version you are using is out of date and will stop working soon. But what is an alternative? Or what…
"
      missing group
    ","I don't find some old group that I did not left them, seem the one of the recently update had bug and I don't access to my groups Steps to reproduce 1- I install update of telegram 2- search for find…"
"
      rejoin to exited group
    ",I am not able to see the group which I left recently. I believe this is a must need option for any chatting application. This option is there for most of chatting application platforms. It will be great…
"
      text doesn't show
    ","Most of the text (outside of chats) is hard to read, it looks like there is a problem with the size (it assumes my screen is bigger than it is so the text is too large to fit) Everything works as intended…"
"
      Stuck on ""Updating..."" (at least) on Samsung devices (down detector shows many similar reports
    ","Telegram stuck on ""Updating..."" on Samsung devices of my relatives Steps to reproduce 1. Open the App 2. See ""Updating..."" at the top 3. Can't receive any message Device info Samsung devices, not mine"
"
      when I enter my 2-Step Verification code.  (screenshot)
    ","when I enter my 2-Step Verification code.  (screenshot) Steps to reproduce when I enter my 2-Step Verification code.  (screenshot) Device info Telegram Android 8.2.7 (24709), Realme rmx3242, 11 R? (30)"
"
      when I allow all users to talk and forbid to write in the group, then the participants must still raise their hand in voice chat
    ","when I allow all users to talk and forbid to write in the group, then the participants must still raise their hand in voice chat Steps to reproduce when I allow all users to talk and forbid to write in…"
"
      Talkback - Choosing file types in attaching media window
    ","When I click different file type in the media attachment field in the chats ,Talkback indicates photos instead of file types. Steps to reproduce 1.open chat(any) 2.double click on ""attach media"" 3.click…"
"
      Telegram on Android sometimes uses main screen DPI when running on external screen
    ","Using Telegram Android and clients based on it on external screen can lead to some funny scaling moments, especially if phone's screen is like a 7 inch 2k display and external is not even 1080p but 15…"
"
      Sometimes telegram web z fails to connect to server and PWA shows ""Can't connect"", this has been happening for a long time and is very annoying, and also the PWA does not seem to have offline caching, the app doesn't open when offline.
    ","Sometimes telegram web z fails to connect to server and PWA shows ""Can't connect"", this has been happening for a long time and is very annoying, and also the PWA does not seem to have offline caching…"
"
      Speed of the sound in a video message
    ","My airpods were connected to my macbook, when I started a new video message, my iphone intercepted airpods and used them as microphone. If I will change the camera during that video message - the rest…"
"
      proximity sensor
    ","Hello, while reading an audio file received, it seems proximity sensor is activated. So when using the screen while listening the audio file, it leads to the switch ON/OFF of the screen due to the detection…"
"
      Forward message search doesn't work with numbers
    ",When I want to forward a message to someone I'll enter the name of the chat starting with a number but search doesn't work with numbers and it does only with alphabetical symbols Steps to reproduce 1.…
"
      Very low camera quality
    ","Very low resolution on camera, specially on videos. The camera preview looks very low resolution and pixelated to the eye, the pictures taken look acceptable, however the video does not. It looks as bad…"
"
      The Telegram application for Windows is not adapted for screen access programs.
    ","Hello! I want to report a problem with the availability of Telegram for Windows. By installing the latest version of the app (3.2.5) to check availability. As it turned out, there was no availability…"
"
      Autorotate
    ","Telegram app completely ignores autorotation lock setting on phone. It is anarchistic in the way it flips and autorotates when in a video call. Steps to reproduce Autorotation global setting OFF, video…"
"
      color management
    ","Telegram does not support Color Management when uploading photos, and does not correctly convert them to sRGB format, original on top, uploaded on bottom Steps to reproduce Edit any photo in a color profile…"
"
      If the telephone line activated on the Telegram number is out of the reach of the Telegram ID owner and it is not possible to access the telephone number, how should the user receive the verification code?
    ","If the telephone line activated on the Telegram number is out of the reach of the Telegram ID owner and it is not possible to access the telephone number, how should the user receive the verification…"
"
      line break
    ","Problem with line breaks, as i understood it's related with messages using extended formatting. Steps to reproduce just open some channels with long formatted messages Device info Telegram Android 8.2.7…"
"
      Telegram web crashes Firefox tab repeatedly
    ","Telegram Web repeatedly crashes the tab in Firefox 78 on Linux. I can login, see the first page, but whenever something with an animation or video appears, the tab crashes. If the opening page happens…"
"
      RTL text is reversed in reply preview
    ",RTL text is misaligned in the in-reply-to preview boxes. The message is the correct alignment; the reply is incorrect. Sample واقعا dasdmak Steps to reproduce 1. Type a message containing RTL and LTR…
"
      browsing  skips
    ","browsing a thread that has lots of images results in skipping. like jumping past multiple scrolls. teleporting, but up and down Steps to reproduce but only on this one win system, in brave, on Z, not…"
"
      Scheduled messages have replies
    ","Scheduled message has replies, and these replies are for a different message in chat Steps to reproduce Go to public group (most likely with deleted account as admin) Add multiple scheduled messages If…"
"
      Wrong string on error message when trying to promote a user who is not a subscriber/member to admin in a channel/group
    ",Steps to reproduce 1. Go to a channel/group > Tap on the name to open the information page 2. Tap on Edit > Administrator 3. Promote a user who is not a subscriber/member of the channel/group to admin…
"
      notification
    ","It always shows name as constant and not a real name of user/chat/channel Steps to reproduce Just got the notification on Apple Watch Device info Apple Watch, series 4"
"
      cannot see username when they send pic/emoji/sticker
    ","In group chats, cannot see the username if the person sends a pic/emoji/sticker Steps to reproduce 1. Go to any group chat 2. Look at those who have sent a pic/emoji/sticker 3. Realise their username…"
"
      There is no voice call for Telegram groups and the video call button is not visible to other members
    ","When creating a group in Telegram, there is no button to start a voice call in the more options dialog box. Only the video call is available, and it is also visible only to the group admin, so other people…"
"
      Can't find any downloaded file in file manager.
    ","When i downloaded a file, i can't find it in file manager apps. It take a memory but it's not there like it supposed to be. Steps to reproduce Go to android folder in file manager apps, tap on data, find…"
"
      The button title is unlabled for Talkback to start voice chat in private chat
    ","When using Telegram with Talkback on Android 8, 11 or basically in any version, the voice call start button is unlabled in private chats. that is, pressing a unlabled button actually triggers a voice…"
"
      Last line for right-to-left fonts moves left.
    ",When I write in Hebrew which is an RTL font the last line moves left. It'd be nicer to have it straight with a timestamp under it. Steps to reproduce When I write in Hebrew the last line moves left. Device…
"
      Emoji only suggests animated stickers
    ",When I type an emoji into the message bar it only suggests animated stickers Steps to reproduce 1. put an emoji in the text field. 2. see that it is only animated stickers that get shown. Device info…
"
      Groups in Telegram web don't have icons.
    ","Telegram web doesn't show icons for groups with icons. Steps to reproduce 1. Load telegram web. 2. Groups don't have icons. Device info Telegram Web 1.24.3 Z, Chrome 94"
"
      Crash on IOS when sending photos (>5)
    ","When I send a photo to pm, the the app crashes with no black screen Steps to reproduce 1. Take some photos 2. Go to private chat 3. Try to send some photos (for me <5 is ok, >5 crashes) 4. Crash Device…"
"
      Failed to download from Telegram.org for newer Samsung versions (A52s)
    ","When downloading from the Telegram website directly pressing ""download"" returns the message ""failed to download"" immediately.  I have already followed all if the steps outlined regarding changing app…"
"
      There is no scrolling bar in the chats
    ","There is no scrolling bar in the chats. I wanted to read older messages, but couldn't find a scrolling bar. Steps to reproduce 1. Go to any chat. 2. Try to scroll in it, to read older messages. 3. Try…"
"
      can't cancel sending an image without compression
    ","When I send an Image without compression, can't cancel sending by clicking cross or cancel button, but ""right_mouse_click -> cancel"" is working. Steps to reproduce 1. Go to any chat. 2. Send an image…"
"
      even after being an admin of a group i can't ban channels after the recent update to allow channels to chat in public group ...but i am able to ban them in telegram desktop as well as ios tg but cant ban using telegram android version
    ",i cant ban channels which are chatting through tg android but the same i can do with tg desktop Steps to reproduce be an admin of public group and a public channel starts chatting and admin wanna ban…
"
      The messages you send are unreadable
    ","It is not possible to change the accent color in the web interface, and this accent color also happens to be the bubbles background color. Unfortunately, this chat bubbles color is almost unreadable for…"
"
      Chat Bubble Color Makes Text Illegible in Dark Mode
    ",The chat bubble color in dark mode on telegram web is completely illegible. The weird lavender color makes it hard to view your chat bubbles due to the poor contrast between the colors. Is there any way…
"
      [Privacy] Deleted messages on private chats remain visible on iOS Notification Center
    ",Related: [Privacy] Deleted messages on groups and channels remain visible on iOS Notification Center [Privacy issue] iOS users are able to read deleted messages on 1-1 cloud/private chats from the iOS…
"
      Sharing links or videos to TelegramX only surfaces the app but without the ability to select who to send the link to. Randomly TelegramX would just be blank upon entering the app and will not load.
    ",Sharing links or videos to TelegramX only surfaces the app but without the ability to select who to send the link to. Randomly TelegramX would just be blank upon entering the app and will not load. Steps…
"
      Crash when switching to another language
    ",Tried to change language to Finnish from Telegram transtalions. Language was changed successfully but the app crashes after that on start. There seems to be some core dump on journalctl. Steps to reproduce…
"
      sensended message did not remove from input field
    ","Sended message sometime  is not remove from input field. Steps to reproduce 1 Device info Telegram Web 0.9.2 K, Chrome 96"
"
      Some issue with converting smiles after pressing the Enter. It just changes any smile to watermelon
    ","There is some issue with smiles conversion. After pressing the Enter it changes smiley face into a watermelon and I can't send a message with Enter anymore (nothing happens). Further, when I send the…"
"
      Incorrect strings are used in Add Admin page of a channel
    ",Steps to reproduce Note: You must be an admin of the channel with Add Admin permission 1. Go to a channel > Tap on the name to open the page with information > Tap on Edit Current result In the title…
"
      Infinite loading when one send a long picture
    ","I try to send a picture with small hight and big width, app doesn't either send it nor gives any massage, this picture is just stuck somewhere on the server Steps to reproduce 1. Go to any dialog in web…"
"
      Self-destruct  doesn’t work
    ","Hello team, when I set a self-destruct timer in a secret chat, the messages are not deleted. Steps to reproduce 1. Create a new secret chat 2. Set an self-destruct timer 3. Send a new message in the chat…"
"
      Repeated messages on search frame
    ",When searching for my mom's name and letting it on the window by clicking on the small image card it appears to show multiple times the same message. Steps to reproduce 1-search for a contact name 2-selecting…
"
      Can't run Telegram Desktop
    ","When I try to start Telegram Desktop a window saying something like ""Last time the app wasn't closed correctly. Checking for updates - smth about NETWORK SETTINGS"" appears for a second, disappears, and…"
"
      Bot api bug for is_automatic_forward
    ",Hello #bug #bot there is a new is_automatic_forward option in telegram updates . when creator send a message in the linked channel its ok. but when creator forward from another channel to the linked channel…
"
      i read the message on web telegram, but still show as unread on my Iphone
    ","i read the message on web telegram, but still show as unread on my Iphone when i do not tag into the app, i think it is an new bug when i updated few day ago please fix it, thanks a lot~ Steps to reproduce…"
"
      Telegram desktop Linux 64 bit 3.3.0 freeze when clicking image, have to kill it, this bug began at least from last 3 versions
    ","when click any attachement image, Telegrram desktop freeze and have to kill it, i have to roll back to 3.1.6 beta where this bug is not exist Steps to reproduce 1. open telegram 2. select conversation…"
"
      Sharing a “file” from safari shows the file two times.
    ","In iOS in Safari. When I open a PDF, try to share it by first changing the share type from automatic to pdf. It sends two identical files. This only happens when sharing”files” not with “media”. Steps…"
"
      Randomized bold/italic text
    ","When I use bold or italic characters in a text, random text that was not selected will also turn bold/italic. Steps to reproduce 1. Go in any public chat. I am unsure whether or not the issue is present…"
"
      Desktop Smileys Skin Color
    ","I have a problem with the skin colored smileys on my Telegram Desktop for macOS. Whenever I click on one, the skin color options are shown, but the second I move the mouse, they vanish again, so I can't…"
"
      Share key for GIFs
    ",Two sharing keys with equal efficiency were seen in the new update Steps to reproduce 1. Send a gif 2. Click on the gif to open it 3. You will see two keys for sharing with the same function at the top…
"
      Incorrect message positioning when using small stickers
    ","When I send a sticker that is smaller than the reply-to message attachment, this sticker message starts to intersect with the message above it and below. Steps to reproduce 1. Create a group and add accounts…"
"
      telegram stuck in contant updating?
    ",i cant see any of the icons to gorup chats or anything and its been doing this all day long Steps to reproduce idk it just randoly happened Device info
"
      Trash icon overlaps ""Send as..."" button when stopping a recorded audio before sending it
    ","Steps to reproduce 1. In a public group or in a group connected to a channel, start recording a voice message 2. Tap on stop recording button Current result Trash icon overlaps ""Send as..."" button. Expected…"
"
      Scroll bug in MS Edge
    ",the scroll goes up fast skipping many chat lines Steps to reproduce 1. Go to any personal chat 2. Scroll to up 3. The scroll goes up skipping meny chat lines and can not read the complete information…
"
      Unswitchable option ""accept calls on this device""
    ","On windows client disabling ""accept calls on this device"" doesn't work since recent update - calls are coming to this device, too. Also, after app restart this feature is enabled again. So, I've been…"
"
      [Forwarding Options] Vote count is shown in the preview when you choose to hide the sender
    ",Steps to reproduce 1. Long press a poll > Forward > Choose any chat > Open Forwarding Options 2. Tap on Hide Sender's Name Poll Example: https://t.me/durov/103 Current result Vote count is shown in the…
"
      Forwarding message by ourself always allow to reach the sender
    ",Tested bug it can let [forwarded messages privacy] not working use a channel forward a message(the message must send from forwarder) in a group from a user that turn on [forwarded messages privacy] Steps…
"
      [Forwarding Options] Your name appears as signature in preview when forwarding a media without caption from a channel
    ","Steps to reproduce 1. Go to any channel > Long press any post that doesn't contain text (e.g Polls, Stickers, GIFs, Media without caption etc..) Sample post: https://t.me/Markus/4 2. Tap on Forward >…"
"
      [Forwarding Options] Not possible to select/unselect a file in an album of files in forwarding preview
    ",Steps to reproduce 1. Long press a poll > Forward > Choose any chat > Open Forwarding Options Example of an Album of Files: Here Current result The app shows the option to select/unselct the files but…
"
      [Forwarding Options] Unresponsive arrow down button is shown in forwarding preview
    ",Steps to reproduce 1. Long press a long message or Select multiple messages > Forward > Choose any chat with unread message > Open Forwarding Options 2. Tap on the arrow Current result Nothing happens.…
